longitude,latitude,time,
-90.13036902,38.85781795,2025-02-25 16:27:00,
-90.13037174,38.85781661,2025-02-25 16:30:00,
-90.13035942,38.85780386,2025-02-25 16:31:00,
-90.13040691,38.85784149,2025-02-25 16:31:00,
-90.13036745,38.85780726,2025-02-25 16:33:00,
-90.13037592,38.85781678,2025-02-25 16:34:00,
-90.13034522,38.85778783,2025-02-25 16:35:00,
-90.13044437,38.85775499,2025-02-25 16:40:00,
-90.13046264,38.8577774,2025-02-25 16:43:00,
-90.13044416,38.85777342,2025-02-25 16:45:00,
-90.13041391,38.8577363,2025-02-25 16:48:00,
-90.13044447,38.85773915,2025-02-25 16:51:00,
-90.13038357,38.85771445,2025-02-25 16:56:00,
-90.13042856,38.85777383,2025-02-25 17:00:00,
-90.13047255,38.85780545,2025-02-25 17:00:00,
-90.13042388,38.85776756,2025-02-25 17:01:00,
-90.13028196,38.85774529,2025-02-25 17:02:00,
-90.13013269,38.85750147,2025-02-25 17:04:00,
-90.13016995,38.85739482,2025-02-25 17:06:00,
-90.1301961,38.85727694,2025-02-25 17:10:00,
-90.130229,38.85731699,2025-02-25 17:12:00,
-90.13023454,38.85729209,2025-02-25 17:13:00,
-90.13025844,38.85732998,2025-02-25 17:14:00,
-90.13035771,38.8573398,2025-02-25 17:16:00,
-90.13031165,38.85725157,2025-02-25 17:19:00,
-90.13047042,38.85733249,2025-02-25 17:22:00,
-90.13053203,38.85740639,2025-02-25 17:29:00,
-90.13062098,38.85740186,2025-02-25 17:43:00,
-90.13059573,38.85742191,2025-02-25 17:45:00,
-90.13066683,38.85743516,2025-02-25 17:49:00,
-90.13001587,38.85691058,2025-02-25 18:06:00,
-90.12961613,38.85696212,2025-02-25 18:45:00,
-90.12966721,38.8569201,2025-02-25 18:48:00,
-90.12954202,38.85681851,2025-02-25 18:50:00,
-90.1284749,38.85716997,2025-02-25 19:22:00,
-90.1263739,38.85680022,2025-02-26 07:58:00,
-90.12695232,38.85663235,2025-02-26 08:30:00,
-90.127031,38.85664711,2025-02-26 08:56:00,
-90.12670679,38.8564889,2025-02-26 08:59:00,
-90.12745975,38.85694984,2025-02-26 09:04:00,
-90.12751307,38.85699428,2025-02-26 09:07:00,
-90.1270959,38.85675986,2025-02-26 09:07:00,
-90.12734413,38.85694929,2025-02-26 09:26:00,
-90.12734488,38.85691545,2025-02-26 09:37:00,
-90.12643586,38.85658696,2025-02-26 10:54:00,
-90.12779537,38.8573192,2025-02-26 14:13:00,
-90.12755619,38.85707355,2025-02-26 14:23:00,
-90.12786291,38.85732252,2025-02-26 14:35:00,
-90.12783421,38.85736997,2025-02-26 14:36:00,
-90.12792471,38.85729941,2025-02-26 14:42:00,
-90.12751962,38.85704803,2025-02-26 14:53:00,
-90.12731464,38.85701537,2025-02-26 14:54:00,
-90.12755779,38.85709236,2025-02-26 14:55:00,
-90.12752028,38.85705593,2025-02-26 15:22:00,
-90.127994,38.85745102,2025-02-26 15:38:00,
-90.1281363,38.85752017,2025-02-26 15:55:00,
-90.12814953,38.85751401,2025-02-26 16:06:00,
-90.12812908,38.85743368,2025-02-26 16:18:00,
-90.128137,38.85746106,2025-02-26 16:21:00,
-90.12726529,38.85703979,2025-02-26 16:24:00,
-90.12792445,38.85733583,2025-02-26 16:28:00,
-90.1281113,38.85745524,2025-02-26 16:32:00,
-90.12769786,38.85718512,2025-02-26 16:33:00,
-90.12799178,38.85735009,2025-02-26 16:42:00,
-90.12795464,38.85710372,2025-02-26 17:19:00,
-90.12794632,38.857066,2025-02-26 17:30:00,
-90.12774548,38.85692166,2025-02-26 17:34:00,
-90.12752956,38.85682626,2025-02-26 17:35:00,
-90.12800584,38.85708335,2025-02-26 17:41:00,
-90.12799968,38.85708902,2025-02-26 17:43:00,
-90.12764754,38.85701874,2025-02-26 17:44:00,
-90.12691187,38.85665253,2025-02-26 17:52:00,
-90.12755436,38.85700364,2025-02-26 17:54:00,
-90.12715112,38.8567816,2025-02-26 18:01:00,
-90.12769383,38.8571003,2025-02-26 18:03:00,
-90.12774098,38.85764514,2025-02-27 00:22:00,
-90.12773343,38.85765859,2025-02-27 00:41:00,
-90.12749266,38.85727139,2025-02-27 01:53:00,
-90.12780815,38.85737066,2025-02-27 19:11:00,
-90.12808777,38.85789054,2025-02-27 20:15:00,
-90.12811081,38.85790517,2025-02-27 22:13:00,
-90.12816979,38.85791879,2025-02-27 22:21:00,
-90.12822133,38.85791572,2025-02-27 22:22:00,
-90.12824176,38.85795281,2025-02-27 23:20:00,
-90.12775355,38.85769755,2025-02-28 07:15:00,
-90.12779224,38.85770831,2025-02-28 07:19:00,
-90.12799409,38.8573754,2025-02-28 07:30:00,
-90.12782819,38.8571799,2025-02-28 07:51:00,
-90.12807036,38.85727785,2025-02-28 08:02:00,
-90.12786874,38.85718838,2025-02-28 08:04:00,
-90.12797349,38.85727578,2025-02-28 08:05:00,
-90.1276832,38.85711434,2025-02-28 08:08:00,
-90.12785826,38.8571258,2025-02-28 08:15:00,
-90.12810168,38.85731754,2025-02-28 08:17:00,
-90.12800035,38.85724573,2025-02-28 08:21:00,
-90.12814714,38.8574158,2025-02-28 08:25:00,
-90.12793138,38.85725155,2025-02-28 08:26:00,
-90.12777242,38.85711363,2025-02-28 08:27:00,
-90.12785651,38.85717233,2025-02-28 08:31:00,
-90.12772065,38.85694999,2025-02-28 08:42:00,
-90.12767005,38.85688072,2025-02-28 08:48:00,
-90.12779482,38.8570656,2025-02-28 08:55:00,
-90.12766038,38.85704044,2025-02-28 08:56:00,
-90.12758428,38.8571593,2025-02-28 09:03:00,
-90.12767812,38.85727729,2025-02-28 09:05:00,
-90.12793045,38.85744897,2025-02-28 09:45:00,
-90.12775954,38.85745774,2025-02-28 09:46:00,
-90.12756362,38.85758938,2025-02-28 09:48:00,
-90.12786851,38.85654493,2025-02-28 17:47:00,
-90.12788067,38.85646091,2025-02-28 17:59:00,
-90.12788881,38.8564861,2025-02-28 18:01:00,
-90.1277241,38.8563856,2025-02-28 18:18:00,
-90.12783891,38.85661963,2025-02-28 21:06:00,
-90.12821818,38.85659498,2025-03-01 01:42:00,
-90.12805905,38.85642798,2025-03-01 01:42:00,
-90.12789809,38.85635962,2025-03-01 01:44:00,
-90.12797664,38.85642019,2025-03-01 01:44:00,
-90.12808453,38.85647804,2025-03-01 01:45:00,
-90.1282026,38.85657159,2025-03-01 01:46:00,
-90.12795489,38.85636493,2025-03-01 01:47:00,
-90.12821087,38.85657532,2025-03-01 01:48:00,
-90.12828499,38.85660269,2025-03-01 01:49:00,
-90.12826177,38.85659838,2025-03-01 01:55:00,
-90.12802514,38.85645455,2025-03-01 02:00:00,
-90.12839084,38.85672516,2025-03-01 02:02:00,
-90.12773445,38.85620502,2025-03-01 02:03:00,
-90.12825456,38.85660058,2025-03-01 02:05:00,
-90.12828222,38.85660832,2025-03-01 02:06:00,
-90.1282461,38.85657265,2025-03-01 02:08:00,
-90.12846433,38.85678368,2025-03-01 02:10:00,
-90.12819002,38.85654128,2025-03-01 02:14:00,
-90.12853267,38.85676278,2025-03-01 02:31:00,
-90.12842529,38.85666296,2025-03-01 02:32:00,
-90.12849281,38.85674553,2025-03-01 02:34:00,
-90.12842787,38.85664471,2025-03-01 02:37:00,
-90.12857404,38.85678654,2025-03-01 02:38:00,
-90.12845434,38.85669768,2025-03-01 02:41:00,
-90.1284335,38.85662474,2025-03-01 02:42:00,
-90.12839,38.856595,2025-03-01 02:44:00,
-90.12860732,38.85682222,2025-03-01 02:46:00,
-90.12865587,38.8567235,2025-03-01 03:13:00,
-90.12851175,38.85664342,2025-03-01 03:14:00,
-90.12857878,38.85665506,2025-03-01 03:16:00,
-90.12865336,38.85666405,2025-03-01 03:20:00,
-90.12867159,38.85668227,2025-03-01 03:21:00,
-90.12861114,38.85664854,2025-03-01 03:24:00,
-90.12880744,38.85682947,2025-03-01 03:30:00,
-90.12870983,38.85674883,2025-03-01 03:36:00,
-90.12864597,38.8566534,2025-03-01 03:37:00,
-90.12862653,38.85663744,2025-03-01 03:39:00,
-90.12864626,38.85661012,2025-03-01 03:41:00,
-90.12870234,38.85666321,2025-03-01 03:46:00,
-90.12865848,38.85650761,2025-03-01 03:48:00,
-90.12869134,38.8566299,2025-03-01 03:50:00,
-90.1286803,38.85661127,2025-03-01 03:55:00,
-90.1287648,38.8567263,2025-03-01 03:57:00,
-90.12853441,38.85649791,2025-03-01 03:59:00,
-90.1287067,38.85666405,2025-03-01 04:00:00,
-90.12864385,38.85655979,2025-03-01 04:02:00,
-90.12869206,38.856589,2025-03-01 04:03:00,
-90.12865054,38.85654876,2025-03-01 04:05:00,
-90.12864037,38.85653229,2025-03-01 04:06:00,
-90.12870973,38.85663362,2025-03-01 04:08:00,
-90.12873208,38.85671645,2025-03-01 04:09:00,
-90.12871931,38.8566876,2025-03-01 04:09:00,
-90.12877555,38.85674144,2025-03-01 04:11:00,
-90.12876727,38.85671514,2025-03-01 04:11:00,
-90.12856656,38.85650279,2025-03-01 04:14:00,
-90.12864871,38.85658824,2025-03-01 04:16:00,
-90.12865451,38.85660106,2025-03-01 04:17:00,
-90.12872336,38.85670013,2025-03-01 04:18:00,
-90.12870294,38.85665462,2025-03-01 04:19:00,
-90.12868293,38.85674937,2025-03-01 04:39:00,
-90.12875982,38.85675383,2025-03-01 04:49:00,
-90.1287765,38.85679501,2025-03-01 04:50:00,
-90.12875087,38.85676709,2025-03-01 04:55:00,
-90.12876552,38.85677827,2025-03-01 04:57:00,
-90.12880024,38.85681298,2025-03-01 04:59:00,
-90.12892601,38.85674315,2025-03-01 06:33:00,
-90.12705259,38.85711399,2025-03-01 07:30:00,
-90.12663427,38.85668993,2025-03-01 16:20:00,
-90.12734256,38.85717136,2025-03-01 17:34:00,
-90.12654525,38.85670437,2025-03-01 17:35:00,
-90.12723754,38.856823,2025-03-01 17:38:00,
-90.12677213,38.85647283,2025-03-01 17:45:00,
-90.12686179,38.85564518,2025-03-02 01:47:00,
-90.12783773,38.85608105,2025-03-02 04:13:00,
-90.12823709,38.85622338,2025-03-02 04:32:00,
-90.12857765,38.85625821,2025-03-02 04:38:00,
-90.12864006,38.85655895,2025-03-02 04:57:00,
-90.12880892,38.85669241,2025-03-02 04:58:00,
-90.12892486,38.85649778,2025-03-02 05:06:00,
-90.12910781,38.85651321,2025-03-02 05:08:00,
-90.12904399,38.85700574,2025-03-02 05:22:00,
-90.12897982,38.85730591,2025-03-02 05:35:00,
-90.12912359,38.85741353,2025-03-02 05:36:00,
-90.1291659,38.85740689,2025-03-02 05:40:00,
-90.12927169,38.85744626,2025-03-02 05:45:00,
-90.12912091,38.85741283,2025-03-02 05:55:00,
-90.12931778,38.8574897,2025-03-02 06:02:00,
-90.12960759,38.8572742,2025-03-02 06:24:00,
-90.12962653,38.85732535,2025-03-02 06:25:00,
-90.12957646,38.85726643,2025-03-02 06:26:00,
-90.12951225,38.85718977,2025-03-02 06:27:00,
-90.12957575,38.8572424,2025-03-02 06:31:00,
-90.12938445,38.85711084,2025-03-02 06:36:00,
-90.12958692,38.85727998,2025-03-02 06:38:00,
-90.12991389,38.85686798,2025-03-02 07:00:00,
-90.12946573,38.85677601,2025-03-02 07:02:00,
-90.12917759,38.856746,2025-03-02 07:05:00,
-90.12906133,38.85683216,2025-03-02 07:06:00,
-90.12774063,38.85653655,2025-03-02 07:16:00,
